@relation 'BOOKKEEPER-trainingRelease_3-weka.filters.unsupervised.attribute.Remove-R1,2'

@attribute LOC numeric
@attribute NR numeric
@attribute NAuth numeric
@attribute CC numeric
@attribute NComm numeric
@attribute LocAdded numeric
@attribute MaxLocAdded numeric
@attribute AvgLocAdded numeric
@attribute Churn numeric
@attribute MaxChurn numeric
@attribute AvgChurn numeric
@attribute 'Buggy{No,Yes}' {false,true}

@data
38,0,0,2,20,0,0,0,0,0,0,true
51,1,1,1,17,1,1,1,0,0,0,false
58,0,0,1,20,0,0,0,0,0,0,true
139,1,1,1,16,10,10,10,2,2,2,false
37,0,0,1,22,0,0,0,0,0,0,false
58,0,0,1,22,0,0,0,0,0,0,false
91,0,0,1,24,0,0,0,0,0,0,true
28,0,0,1,17,0,0,0,0,0,0,false
39,0,0,1,24,0,0,0,0,0,0,false
127,5,2,12,20,35,23,7,24,14,4.8,false
63,0,0,1,17,0,0,0,0,0,0,false
189,3,2,13,27,1,1,0.333333,16,15,5.333333,false
549,6,2,7,20,10,9,1.666667,182,110,30.333333,false
